func@0x1011cc60
KeReleaseInStackQueuedSpinLock
func@0x100de590
func@0x100c26b8
func@0x4681d4
FltpPerformPostCallbacksWorker
KiProcessExpiredTimerList
func@0x1c00079df
GreUpdateSpriteVisRgn
RtlpHpLfhSubsegmentFreeBlock
HMUnlockObject
CcMapAndCopyInToCache
HalpTscQueryCounterOrdered
CcCopyReadEx
ExpQueueWorkItem
MiObtainSystemCacheView
KiExitDispatcher
PpmCheckSnapAllUtility
RtlpLookupFunctionEntryForStackWalks
IopReferenceFileObject
KxAcquireQueuedSpinLock
PpmParkComputeSnapStatistics
HmgLockEx
ExAcquireFastMutex
ExpInterlockedPushEntrySList
CreateXlateObject
KeLeaveCriticalRegion
KiDpcInterrupt
RtlFindClearBits
func@0x100cac5f
KeQueryCurrentStackInformationEx
wcscmp
NtfsCleanupIrpContext
LongCompareString
MiManageSubsectionView
MiIsPteCachingOptimizationEnabled
IopfCompleteRequest
ReadIndexBuffer
KeSetEvent
ThreadUnlock1
MiGetPageChain
HmgDecrementShareReferenceCountEx
HalMapTransferEx
func@0x1000aeb4
XDCOBJ::vLock
func@0x1400e65f7
AhciCompleteIssuedSRBs
SetRectRgnIndirect
func@0x14009a348
RtlpSubSegmentInitialize
RtlpLfhFindClearBitAndSet
RtlGetFullPathName_Ustr
PsEnterPriorityRegion
GetMBDefault
func@0x1400cc0f8
NtfsLookupCachedLcn
func@0x403698
func@0x1800a6857
ScriptTokenize
func@0x1400db690
func@0x1406cb2d0
CUspShapingClient::AllocMem
FltpFreeIrpCtrl
FltpLinkCompletionNodeToInstance
func@0x1400c940c
MiSystemFault
func@0x1400bd090
NtGdiGetDCDword
MI_PFN_IS_PROTO
ApplyFeatures
AssignGlyphTypes
PoExecuteIdleCheck
FsRtlAddBaseMcbEntryEx
IopReadFile
KiCheckForTimerExpiration
CcFindBitmapRangeToDirty
FsRtlLookupPerStreamContextInternal
RtlCompareUnicodeString
KzRaiseIrql
func@0x1c002d068
MiSynchronizeSystemVa
KeZeroPages
RtlRbInsertNodeEx
memset
ExAcquireResourceSharedLite
MiAddViewsForSection
KiSystemServiceUser
KiDpcInterruptBypass
HalGetDmaTransferInfoInternal
ExpLookupHandleTableEntry
MmMapViewInSystemCache
_security_check_cookie
MiGetSystemCacheReverseMap
KiSystemServiceGdiTebAccess
GdiHandleEntryDirectory::AcquireEntryLock
ObfDereferenceObjectWithTag
MiUnlinkNodeLargePages
MiAllocateWsle
CcUnpinFileDataEx
KiSystemServiceExit
PsGetCurrentProcessWin32Process
_security_check_cookie
RtlpHpLfhSlotAllocate
MiUnmapPageInHyperSpaceWorker
MiSetNonResidentPteHeat
KiTryUnwaitThread
MiUnlinkPageFromList
KiAddThreadToPrcbQueue
EtwTraceAcquiredExclusiveUserCrit
HmgLock
guard_dispatch_icall
ExInitializeResourceLite
UserSessionSwitchLeaveCrit
NtfsCheckAttributeRecord
MiAllocateKernelStackPages
PpmCheckPeriodicStart
FsRtlCheckOplockEx2
func@0x14042d19e
MiDecrementSystemCacheViewCount
MiInsertSubsectionNode
IoDiskIoAttributionDereference
KiSetVpThreadSpinLockCount
IoSetCompletionRoutineEx
ActivateQueue
RtlpHpVsChunkCoalesce
KeSubtractAffinityEx
AhciInterruptHandler
ExfAcquirePushLockExclusiveEx
MiFillSystemPtes
KiServiceInternal
KiReleaseThreadStateLock
PpmCheckRun
DT_DrawStr
IsDialogMessageW
DispatchClientMessage
KiRemoveTimer2
UserCallWinProcCheckWow
DialogBox2
ExGenRandom
KiBeginThreadWait
_GetWindowLongPtr
VacbLevelReference
RtlpHpSegPageRangeShrink
ExReleaseResourceAndLeaveCriticalRegion
MiAreChargesNeededToLockPage
ExpInterlockedPopEntrySListEnd
MiGetPfnPriority
KiAbThreadClearAcquiredLockEntry
PfSnLogPageFaultCommon
MmAccessFault
KiLeaveGuardedRegionUnsafe
PerfSelectionHwp
ExReleasePushLockSharedEx
NtfsQueryDirectory
KeReleaseMutant
imp_WdfRequestComplete
NtfsReadFileRecord
RtlGetInterruptTimePrecise
FindMoveableIndexRoot
func@0x100cb024
func@0x1000bd58
memset
VidSchiSignalRegisteredEvent
IoRemoveIoCompletion
KeReleaseSpinLockFromDpcLevel
NtfsFsdDispatchSwitch
func@0x10009090
HdaController::Isr
func@0x1011bf06
func@0x1011c1ca
SeAccessCheckWithHint
ObpLookupObjectName
KiInterruptSubDispatch
MiAddWorkingSetEntries
ObCloseHandleTableEntry
HalpInterruptSendIpi
func@0x1000ac13
CcMapData
func@0x10006f73
NtfsFindInFileRecord
func@0x1000449c
VidSchiProcessDpcVSyncCookie
HwQueueStagingList::ProcessHwQueue
func@0x100c2064
func@0x100cad38
KiAbEntryRemoveFromTree
VariantClear
NtfsExtendedCompleteRequestInternal
NtfsAcquireSharedFcb
func@0x1011eec0
func@0x1011f0c0
KiSelectReadyThread
NtfsLookupInFileRecord
RtlpHpSegPageRangeAllocate
MiSwizzleInvalidPte
VidSchiUnwaitNodeHwQueueProgress
RtlpxLookupFunctionTable
KiAcquireThreadStateLock
RtlpIsUtf8Process
KeReleaseSpinLock
KeAreInterruptsEnabled
ExEnterCriticalRegionAndAcquireResourceExclusive
ExAcquireResourceExclusiveLite
KiIntSteerCalculateDistribution
HalpTimerClockIpiRoutine
KeIsAttachedProcess
RenderItemNoFallback
func@0x100051e4
func@0x1c0024e60
func@0x1c004f398
func@0x1c00076a0
func@0x1c0060ac4
func@0x1c005c45c
func@0x1000adfc
SepMandatoryIntegrityCheck
MiCompletePrivateZeroFault
DrawThemeBackground
MatchThemeApp
func@0x1c002ddfc
MiLockWorkingSetShared
func@0x100019c8
RtlpUnwindPrologue
func@0x14041a9e0
KeGetCurrentIrql
func@0x1c002033d
HalpTimerClockInterrupt
MiInsertPageInFreeOrZeroedList
func@0x10003278
PpmUpdatePerformanceFeedback
IopReleaseFileObjectLock
KiChargeSchedulingGroupCycleTime
KeAcquireSpinLockRaiseToDpc
PpmCheckRecordAllUtility
CcMapAndCopyFromCache
KiTimerWaitTest
PpmParkSteerInterrupts
KiUpdateRunTime
REMOTEVSYNCMAPPING_TriggerRemoteVsync
NtfsFindPrefixHashEntry
NtfsBuildRelativeName
NtfsPrepareBuffers
NtfsReadMftRecord
NtfsCopyReadA
HalpTimerGetInternalData
MiUserFault
RaidpAdapterRedirectDpcRoutine
KiRemoveEntryTimer
NtfsCommonCreate
CcGetPartition
KeInsertQueueDpc
TranslateToExtendedSrb
NtfsCommonQueryInformation
ObpCreateHandle
FindNextIndexEntry
_security_check_cookie
FindFirstIndexEntry
func@0x14018091c
MiResolveProtoPteFault
RaidUnitCompleteRequest
PsGetCurrentThreadWin32ThreadAndEnterCriticalRegion
SHRegQueryValueW
NtfsGetScbFileSizes
KiScanInterruptObjectList
RtlInitUnicodeStringEx
strrchr
func@0x14022afd0
CcFreeVirtualAddress
memset
CcSetVacbLargeOffset
NtfsQueryNameInfo
MiSlistGetFreePage
NtfsGetAnyParentScbInternal
NtfsFsdCleanup
NtfsMarkUnusedContextPreTrimProcessing
KiUserCallbackDispatcher
RtlpHpVsContextFree
KiDispatchInterruptContinue
KiCheckForSListAddress
VidSchiSetupMmIoFlipMultiPlaneOverlay3
EtwWrite
func@0x44188c
SymCryptWipeAsm
PpmSnapPerformanceAccumulation
RtlpReAllocateHeap
func@0x14092c7ac
ZwReadFile
FsRtlAcquireHeaderMutex
KiUpdateSharedReadyQueueAffinityThread
RtlTryEnterCriticalSection
func@0x140912500
func@0x44c164
func@0x4032f8
RemoveListHeadPte
func@0x40fd30
func@0x140953054
NtSetEvent
KeLeaveGuardedRegion
RtlIsNameInUnUpcasedExpression
func@0x140739240
KiPageFault
func@0x42639c
MiGetFreeZeroLargePages
func@0x452b10
func@0x403720
func@0x140902fec
func@0x1400bd788
SymCryptSha512AppendBlocks_ull
func@0x40adb8
func@0x1c0005560
func@0x1400ad994
NtGdiGetRandomRgn
func@0x1400af59c
RtlTestBit
func@0x1400fa830
NtfsGetHighestVcn
KiTryLocalThreadSchedule
NtfsGetDelWindow
NtGdiCreateCompatibleBitmap
NtfsAcquirePagingShared
func@0x1400c958c
MmCreateKernelStack
NtfsShrinkLengthInCachedLcn
func@0x140007b00
func@0x140064950
func@0x1400bd7b8
func@0x1404e45c0
func@0x14094a903
func@0x14018c19c
MiReadyStandbyPageForActive
func@0x140965708
MmGetControlAreaPartition
CcUnmapVacb
func@0x1400bdad8
func@0x1400c9fb4
func@0x1400e68c4
func@0x14096a740
func@0x140912614
PpmPerfSnapDeliveredPerformance
func@0x1408d72d0
func@0x14094f9e8
func@0x1401d532c
NtGdiPolyPatBlt
func@0x1400ad0dc
PmUpdateIoPower
TransferPktComplete
func@0x1400bcca4
SetTextColorImpl
func@0x1400c9908
ExAcquireFastMutexUnsafe
GreGetBounds
DC::RestoreAttributes
GdiHandleManager::ReleaseEntryLock
func@0x14009a3ac
xxxRealInternalGetMessage
ScriptStringAnalyse
MulTextOut
